Game_ID,Score_Dif,Session_num,Time
15,-2,1,19.75
15,1,1,19.466666666666665
15,3,1,18.916666666666668
15,1,1,18.5
15,3,1,18.133333333333333
15,0,1,17.916666666666668
15,2,1,17.633333333333333
15,0,1,17.116666666666667
15,-2,1,16.533333333333335
15,-4,1,15.283333333333333
15,-2,1,14.483333333333333
15,-4,1,14.283333333333333
15,-2,1,13.75
15,1,1,13.2
15,-1,1,12.966666666666667
15,1,1,11.233333333333333
15,2,1,10.2
15,5,1,9.8
15,7,1,9.133333333333333
15,9,1,8.7
15,7,1,6.7
15,5,1,5.783333333333333
15,4,1,5.05
15,2,1,4.066666666666666
15,4,1,3.3166666666666664
15,6,1,3.1666666666666665
15,4,1,1.2666666666666666
15,6,2,19.766666666666666
15,4,2,19.45
15,6,2,17.733333333333334
15,9,2,16.333333333333332
15,7,2,15.816666666666666
15,9,2,15.45
15,6,2,14.933333333333334
15,3,2,14.4
15,0,2,13.65
15,-2,2,11.333333333333334
15,-3,2,9.816666666666666
15,-5,2,9.35
15,-3,2,8.133333333333333
15,-5,2,7.883333333333333
15,-8,2,7.283333333333333
15,-6,2,6.733333333333333
15,-3,2,5.85
15,-5,2,5.416666666666667
15,-7,2,4.616666666666667
15,-9,2,3.283333333333333
15,-6,2,3.033333333333333
15,-8,2,2.5833333333333335
15,-5,2,2.3833333333333333
15,-2,2,1.3666666666666667
15,1,2,0.5
15,3,2,0.26666666666666666
15,4,2,0.08333333333333333
16,2,1,19.666666666666668
16,0,1,19.2
16,3,1,18.816666666666666
16,0,1,18.45
16,0,1,17.233333333333334
16,3,1,16.916666666666668
16,0,1,16.6
16,3,1,15.05
16,5,1,12.333333333333334
16,8,1,11.666666666666666
16,10,1,10.816666666666666
16,12,1,10.183333333333334
16,10,1,8.133333333333333
16,13,1,7.116666666666666
16,15,1,6.616666666666667
16,17,1,6.1
16,15,1,5.6
16,17,1,4.816666666666666
16,15,1,4.55
16,13,1,3.216666666666667
16,15,1,2.9833333333333334
16,13,1,2.3666666666666667
16,14,1,1.9333333333333333
16,12,1,1.7666666666666666
16,9,1,0.06666666666666667
16,10,2,19.616666666666667
16,12,2,19.366666666666667
16,10,2,18.983333333333334
16,13,2,18.7
16,15,2,18.266666666666666
16,14,2,17.916666666666668
16,12,2,17.45
16,14,2,16.083333333333332
16,17,2,15.2
16,19,2,14.7
16,17,2,14.483333333333333
16,19,2,13.666666666666666
16,17,2,13.4
16,19,2,11.583333333333334
16,17,2,10.766666666666667
16,14,2,10.3
16,16,2,9.116666666666667
16,17,2,8.8
16,19,2,8.766666666666667
16,16,2,8.2
16,18,2,7.483333333333333
16,16,2,7.25
16,14,2,6.7
16,17,2,6.133333333333334
16,15,2,5.933333333333334
16,13,2,5.233333333333333
16,11,2,4.616666666666667
16,8,2,3.95
16,10,2,3.6333333333333333
16,12,2,1.3833333333333333
16,14,2,1.1
